node_id,is_accused,is_witness,gender_female,gender_male,gender_unknown,in_degree,out_degree
Jean Jeandel,0,1,0,0,1,0,1
"B 8707 no 1; witch 253, Claudette femme George Mengin, de la Bolle",1,0,0,0,1,9,0
Pierron Jean le Masson,0,1,0,0,1,0,1
Demenge Biernon de Dompierre,0,1,0,0,1,0,1
Didier Ferry hostelain,0,1,0,0,1,0,1
Catherine femme Claudon Bieque,0,1,0,0,1,0,1
Marguitte veuve Colas Francois,0,1,0,0,1,0,1
"B 8684 no 8. Witch 195, Mengeatte femme Jean Babé, de Sarupt",1,0,0,0,1,10,0
Catherine veuve Jean Pelisson,0,1,0,0,1,0,1
Nicolas Johel,0,1,0,0,1,0,1
Jean Demenge Hermemant de Pajaille,0,1,0,0,1,0,1
Urselle femme du precedent,0,1,0,0,1,0,1
Michiel gendre Curien Charpentier,0,1,0,0,1,0,1
? Toussainct,0,1,0,0,1,0,1
Anne femme du precedent,0,1,0,0,1,0,1
Georgeon Demenge Babel,0,1,0,0,1,0,1
"B 8680 no 8; witch 178, Colas François de Sarupt",1,0,0,0,1,9,0
Catherine femme Maurice Mongeon,0,1,0,0,1,0,2
Marie femme Francois Rouyer,0,1,0,0,1,0,1
George Rosselat de Moriviller,0,1,0,0,1,0,1
Colas Demenge Colas Noel de Xainfain,0,1,0,0,1,0,1
"(woman witness - page damaged)
About 20 years before Colas' mother Margo had bee",0,1,0,0,1,0,1
Nicolle femme Fleurat Bruslé,0,1,0,0,1,0,1
Catherine femme Claue Mengey,0,1,0,0,1,0,1
Noel Gerard,0,1,0,0,1,0,1
Jean Colas Lyenard,0,1,0,0,1,0,1
"B 8691 no 15; witch 226, Colas Gerard de Benifosse",1,0,0,0,1,12,0
Nicolas Jean Martin du Paire,0,1,0,0,1,0,1
Nicolas Toural marchand,0,1,0,0,1,0,1
Jehan Mathieu alias Gros Jehan,0,1,0,0,1,0,1
Frels Jean Martin,0,1,0,0,1,0,1
Catherine femme Claude Martez de la Maixe,0,1,0,0,1,0,1
Margueritte femme Colas des Mailles,0,1,0,0,1,0,1
Nicolas Godat de Domjevin,0,1,0,0,1,0,1
Loys Chapon de Pajaille,0,1,0,0,1,0,1
Bastien Colas George de Sachemont,0,1,0,0,1,0,1
"Witch 279; B 8715 no 2, Epnon veuve Jean Charbonatte, de Sachemont",1,0,0,0,1,5,0
Marguitte veuve Claudon Estienne,0,1,0,0,1,0,1
Colas Jean Mengenot,0,1,0,0,1,0,1
"B 8687 no 9; witch 207, Jean Grand Didier, de la Vacherie",1,0,0,0,1,14,0
Nicolas Grand Demenge,0,1,0,0,1,0,1
Jean Robert de Girecourt,0,1,0,0,1,0,1
"B 7122; witch 111, Claudatte femme Nicolas du Val du Mesnil les Gircourt",1,0,0,0,1,11,0
Pierre Ambroise,0,1,0,0,1,0,2
Colas Parisat,0,1,0,0,1,0,1
Jehannon veuve Francois Rozieres de St Nicolas,0,1,0,0,1,0,1
"B 8947; witch 320, Mengeatte des Woirelz, veuve Regnaud Tixerand de St Nicolas",1,0,0,0,1,14,0
"?
Long reputation
(4) Jean Claudel de Girompaire",0,1,0,0,1,0,1
Claudon Valtin moictrier de Neufmaison,0,1,0,0,1,0,1
Zabel fille de feu Nicolas le Comte,0,1,0,0,1,0,1
Mengeatte veuve Jean George le Jeune de Robache,0,1,0,0,1,0,1
Claudatte fille Nicolas Godot,0,1,0,0,1,0,1
Magdellaine,0,1,0,0,1,0,1
Cleron,0,1,0,0,1,0,1
"Nicolas Petit Didier de ?
Had known accused for 20 years; 16 years before he had",0,1,0,0,1,0,1
"Jennon veuve Jean Claude Willaume
Similar deposition.
(3) Jennon femme Nicolas G",0,1,0,0,1,0,1
Jean Colas Peltier,0,1,0,0,1,0,2
Jean Reullemant de la Chapelle,0,1,0,0,1,0,1
Moritz Manouvrier,0,1,0,0,1,0,1
Anguenesse,0,1,0,0,1,0,1
Chrestien Brabant,0,1,0,0,1,0,1
Claudatte femme de Laurence Thoussain de Rugney,0,1,0,0,1,0,1
Benay Grand Didier de Lubine,0,1,0,0,1,0,1
Girard Jean Girard,0,1,0,0,1,0,1
Marie femme Claude Lhuillier,0,1,0,0,1,0,1
Jean Ferry,0,1,0,0,1,0,1
Claude Martin,0,1,0,0,1,0,1
Jean Harricquel de Bathelemont,0,1,0,0,1,0,1
"Long reputation
(20) Valentin Demenge Valentin de Contramolin",0,1,0,0,1,0,1
Margueritte veuve Demenge Charles drapier de St Nicolas,0,1,0,0,1,0,1
Jehenne femme a Dieudonne Jean Laurent d'Entre-deux-Eaux,0,1,0,0,1,0,1
Jean Mourenat de la Neufville,0,1,0,0,1,0,1
Mengin Francois,0,1,0,0,1,0,1
Francois Pelletier le jeune,0,1,0,0,1,0,1
Le maire Anthoine Rougier,0,1,0,0,1,0,1
Jennon veuve Colas Thiery,0,1,0,0,1,0,1
Jean Caillat,0,1,0,0,1,0,1
Claudon fils au Grand Colas de Vicq,0,1,0,0,1,0,1
Catherine veuve Henri Claude,0,1,0,0,1,0,1
Jean Polain,0,1,0,0,1,0,1
Jean Reullemant,0,1,0,0,1,0,1
"Elizabeth femme Claude Guerry
Added to earlier deposition tha the late Jean Wolf",0,1,0,0,1,0,1
Colas Claudon de Gondrexon,0,1,0,0,1,0,1
Jean Claude de Thiaville,0,1,0,0,1,0,1
Anthoine Jean Mareschal,0,1,0,0,1,0,1
Barbe Braconnier boulangiere de Raon,0,1,0,0,1,0,1
Colas Saixatte,0,1,0,0,1,0,1
Nicolas Chartier,0,1,0,0,1,0,1
Adam Martin d'Essegney,0,1,0,0,1,0,1
Collate veuve Diez Colas Colin Peltre de Saint Dié,0,1,0,0,1,0,1
Zabel femme George Quirien,0,1,0,0,1,0,1
Mengeatte veuve Lienard Demenge Lienard,0,1,0,0,1,0,1
Jean fils feu Michiel Piernille,0,1,0,0,1,0,1
Nicolas Stegel,0,1,0,0,1,0,1
Jannon femme d'Arnould Jacquel,0,1,0,0,1,0,1
Mengin François,0,1,0,0,1,0,1
Honneste homme Mengin Vallentin,0,1,0,0,1,0,1
Alison femme Demenge Vincent,0,1,0,0,1,0,1
Epnon femme Colas Burquey du Vivier,0,1,0,0,1,0,1
Mengeotte femme Vincent Yclon de Pajaille,0,1,0,0,1,0,1
Jean Colas Lienard de Sarrux,0,1,0,0,1,0,1
Jean Villaume,0,1,0,0,1,0,1
Honorable Nicolas Demengeon tabellion de Docelles,0,1,0,0,1,0,1
Bette veuve Hans Duscher,0,1,0,0,1,0,1
Vincent Henriat,0,1,0,0,1,0,1
Agathe femme Nicolas Marchand,0,1,0,0,1,0,1
Jean Pieron de la Grandefosse,0,1,0,0,1,0,1
Bastien Marande,0,1,0,0,1,0,1
Claudon Johel de Moyenmoutier,0,1,0,0,1,0,1
Mengeon Jean Arnould du Mesnil,0,1,0,0,1,0,1
Mathieu Thiery,0,1,0,0,1,0,1
Michel Gros Jean,0,1,0,0,1,0,1
Simon Bretton,0,1,0,0,1,0,1
Le maire Philippe du Hault,0,1,0,0,1,0,1
"B 7314 no 2; witch 113, Margueritte veuve Barthelemin Liegey d'Ambacourt",1,0,0,0,1,9,0
Claude Jean Andreu d'Essegney,0,1,0,0,1,0,1
Villemin Perry,0,1,0,0,1,0,1
"Catherine femme Jean Perry
General reputation",0,1,0,0,1,0,1
Didier Bejollé,0,1,0,0,1,0,1
Collatte veuve Jean de la Court,0,1,0,0,1,0,1
Estienne Gros Jean,0,1,0,0,1,0,1
Jehan Pieron,0,1,0,0,1,0,1
Meline fille feu Valentin Poulain,0,1,0,0,1,0,1
Georgeon fils Colas Claude Girard de Brehimont,0,1,0,0,1,0,1
Barbon femme au maire Jacquot Grimont de Mouriviller,0,1,0,0,1,0,1
Martin Jacques,0,1,0,0,1,0,1
Jennon femme Nicolas Girardin Haxo,0,1,0,0,1,0,1
Jennon femme Colas Grand Didier,0,1,0,0,1,0,1
Anne femme de Nicolas Meschy tanneur à Charmes,0,1,0,0,1,0,1
Jean Mathieu le viel,0,1,0,0,1,0,2
Didier Mengin de la Neufville,0,1,0,0,1,0,1
Jehennon femme du precedent,0,1,0,0,1,0,1
Estienne Jean Perrin de Brehimont,0,1,0,0,1,0,1
"Cuguin
Had called her and her father witch",0,1,0,0,1,0,1
Jennon femme Thomas Lucker de Coinche,0,1,0,0,1,0,1
Jacat Andreu Mesnil de Belmont,0,1,0,0,1,0,1
Jennon femme Bastien Mathis du Vivier,0,1,0,0,1,0,1
Bastien Phulpin de Dompierre,0,1,0,0,1,0,1
Margueritte femme de Vincent Delon,0,1,0,0,1,0,1
Gerard de Bedon,0,1,0,0,1,0,1
Claudey Michiel Flandrey,0,1,0,0,1,0,1
Anne femme Jacques Simon,0,1,0,0,1,0,1
Jennon femme Colas Moullat,0,1,0,0,1,0,1
Anne femme Jean Canot,0,1,0,0,1,0,3
Jeannotte fille Georgeot Cabled,0,1,0,0,1,0,1
Drian Gigould,0,1,0,0,1,0,1
Mengeatte femme Gerard Carel,0,1,0,0,1,0,1
Françoise femme Pierre Bonnet,0,1,0,0,1,0,1
Colas Claude Gerard de Brehimont,0,1,0,0,1,0,1
Marguitte femme Bertremin Flandrey,0,1,0,0,1,0,1
Demenge Thouvenin de Mouriviller,0,1,0,0,1,0,1
Jehenne veuve Claude Brabant,0,1,0,0,1,0,1
Jean Pierel d'Anoulzey,0,1,0,0,1,0,1
Thienel Marc Olry de Mechaichamp,0,1,0,0,1,0,1
Estienne Schwab,0,1,0,0,1,0,1
Catherine femme a Demenge Valtin de la Chapelle,0,1,0,0,1,0,1
Mengeatte femme Jean Parisat,0,1,0,0,1,0,1
Jehennon fille Claudon Agathe de la Grandefosse,0,1,0,0,1,0,1
Claudon Besson,0,1,0,0,1,0,1
Marie veuve Jacot Colas,0,1,0,0,1,0,1
Demenge Pretemol de Dompierre,0,1,0,0,1,0,1
Jean Daulphin de la Neufville,0,1,0,0,1,0,1
Odille femme Demenge Barbonnille le jeune,0,1,0,0,1,0,1
Claudatte femme Jean Hoult,0,1,0,0,1,0,1
Marion femme Jean du Treux,0,1,0,0,1,0,1
Michiel Diey,0,1,0,0,1,0,1
Colas Claudon,0,1,0,0,1,0,1
"B 3347 no 2; witch 049, Jean Godot de Domjevin",1,0,0,0,1,23,0
Jean Arnoulx,0,1,0,0,1,0,1
Mengel Urbain de Sachemont,0,1,0,0,1,0,1
Nicolas Vuillaumé,0,1,0,0,1,0,1
Zabel femme Claudon Ozenatte,0,1,0,0,1,0,1
Cury Jacot Michel de Seuch,0,1,0,0,1,0,1
Claude Colin Mengeon de Fouchifol,0,1,0,0,1,0,1
"B 8717 no 6; witch 289, Jennon femme Claude Mengin de Fouchifol (commune de",1,0,0,0,1,10,0
Didielle femme Jean Gros Demenge,0,1,0,0,1,0,1
Claudon Renouard,0,1,0,0,1,0,1
Jean Olriot,0,1,0,0,1,0,1
Francoise femme Nicolas Jean Aubry,0,1,0,0,1,0,1
Pellerin Couturiuex d'Essegney,0,1,0,0,1,0,1
Margueritte femme Charles Conninc,0,1,0,0,1,0,1
"B 8724 no 5. Witch 305, Didiere veuve Nicolas Failly, de Raon",1,0,0,0,1,14,0
Mengette fille feu Colas Demenge Michiel de Clemecey,0,1,0,0,1,0,1
Marie femme Jean Baccon,0,1,0,0,1,0,1
Mongeotte femme Anthoine Jean Roy,0,1,0,0,1,0,1
Jehennon femme Jean Didier Vagnier de Mazelay,0,1,0,0,1,0,1
Le maire Pancras Vincenot de St. Prancher,0,1,0,0,1,0,1
Joseph Bouray,0,1,0,0,1,0,1
Didier Colin Michiel,0,1,0,0,1,0,1
Jean Helley,0,1,0,0,1,0,1
Marion fille feu Jean Henri,0,1,0,0,1,0,1
Jacotte fille de feu Jacquel Richard de Seuch,0,1,0,0,1,0,1
Claude Jehu,0,1,0,0,1,0,1
Claudette femme Nicolas Guerard du grand faulbourg de Raon,0,1,0,0,1,0,1
Barthelemin Husson de Moyenmoutier,0,1,0,0,1,0,1
Claudatte femme Anthoine du Prey,0,1,0,0,1,0,1
Mre Jean du Pont,0,1,0,0,1,0,1
Jacques Houllon boulangier de Haraucourt,0,1,0,0,1,0,1
Demenge Niclas de Domjevin,0,1,0,0,1,0,2
Nicolle veuve Jean Piedmontoy,0,1,0,0,1,0,1
"B 7354; witch 124, Barbe veuve Mengin Remicourt, de Vandeuvre",1,0,0,0,1,17,0
Estienne le grand Claude,0,1,0,0,1,0,1
Jean Tessainct,0,1,0,0,1,0,1
Jean Taxerant,0,1,0,0,1,0,1
Loys Chappon de Pajaille,0,1,0,0,1,0,1
Colas Demenge Adam,0,1,0,0,1,0,1
"Sabel femme Demenge Ganaire
Husbands had been to law over 'retraicte' of a plot ",0,1,0,0,1,0,1
Jannon fille de feu Francois Couturier d'Essegney,0,1,0,0,1,0,1
Alix soeur de la precedente,0,1,0,0,1,0,1
Catherine femme Colin Douche,0,1,0,0,1,0,1
Demenge Jean Claude de la Chapelle,0,1,0,0,1,0,2
Dedie femme Colas Faillé,0,1,0,0,1,0,1
Claudatte femme Mongeon Virion,0,1,0,0,1,0,1
Babelon femme Nicolas Parisot,0,1,0,0,1,0,1
Zabey femme Colas Claudat de Domjevin,0,1,0,0,1,0,1
Conince doyen en la justice,0,1,0,0,1,0,1
Babellon femme Jean Bresson,0,1,0,0,1,0,1
"B 8691 no 10; witch 221, Jean Marion, de St Blaise",1,0,0,0,1,14,0
Colas le Clerc,0,1,0,0,1,0,2
"B 8691 no 11; witch 222, Jennon veuve Nicolas Bresson dit Neuxat, de St Blaise",1,0,0,0,1,7,0
Martin Tatay de la Warde de Saulcy,0,1,0,0,1,0,1
Chrestofle Grandmont,0,1,0,0,1,0,1
Nicole femme Lienard Remuald marchand de St Nicolas,0,1,0,0,1,0,1
Dieudonne Gergoynne de Belmont,0,1,0,0,1,0,1
Marguitte Mengeot,0,1,0,0,1,0,1
"B 8260; witch 126, Hillevix, femme Cuguin Magister, de Vilcey-sur-Trey",1,0,0,0,1,13,0
Richard Gontiere le jeune,0,1,0,0,1,0,1
Dieudonné Demenge Gerard,0,1,0,0,1,0,1
Jehennon fille Didier Regnauldin,0,1,0,0,1,0,1
Nicodemus Utchin,0,1,0,0,1,0,1
Claudatte femme du maire Nicolas Thirion,0,1,0,0,1,0,1
Jenon femme Jean Denys,0,1,0,0,1,0,1
Phelippa veuve de Mengin Badel de la Neufville,0,1,0,0,1,0,1
Antoine Doridan,0,1,0,0,1,0,1
Jean Demenge dit Cuysenier,0,1,0,0,1,0,1
"B 7316; witch 122, Hellenix Hottin, de la Neufville de Nancy",1,0,0,0,1,8,0
Nicole femme Nicolas Cordier l'huillier,0,1,0,0,1,0,1
Claudon fils Anthoine grand Claude de Brouvelieures,0,1,0,0,1,0,1
"B 3792 no 1; Witch 062, Nicolas Herteman, de Brouvelieures",1,0,0,0,1,10,0
Chrestofle Thirion,0,1,0,0,1,0,1
Barbelline veuve de Jean Vannier,0,1,0,0,1,0,1
Marie femme Jean Marande,0,1,0,0,1,0,1
Colas Girard,0,1,0,0,1,0,1
Demenge Babel,0,1,0,0,1,0,1
Jean du Prey le jeune,0,1,0,0,1,0,1
Michiel Godar,0,1,0,0,1,0,1
Jennon veuve Claudon Jacquemin,0,1,0,0,1,0,2
Babelon veuve Phelippe Jean,0,1,0,0,1,0,1
Demenge Grand Colas,0,1,0,0,1,0,1
Chrestienne femme Chrestien Jeune Chrestien,0,1,0,0,1,0,1
Jean Baccon de Raon,0,1,0,0,1,0,1
Didier Connot,0,1,0,0,1,0,1
Jehan Valtin,0,1,0,0,1,0,1
Demenge Chatel,0,1,0,0,1,0,1
Mengeatte veuve David Demenge Collatte,0,1,0,0,1,0,1
Noel fils de la precedente,0,1,0,0,1,0,1
Claudon Lhuillier,0,1,0,0,1,0,1
Dieudonnee femme Thoussainct Jalley de Mazelay,0,1,0,0,1,0,1
Michiel Ratonge de la Vacherie,0,1,0,0,1,0,1
Colas Gerard Mourel,0,1,0,0,1,0,1
Jehenne Joly femme Nicolas Fanelin,0,1,0,0,1,0,1
"B 8979 no 2; witch 325, Alizon Chardot, veuve Claudin Clement, drappier de St",1,0,0,0,1,6,0
Plaisance femme Claudon Toutblanc,0,1,0,0,1,0,1
Demenge Claude Gerard de Brehimont,0,1,0,0,1,0,1
Gabriel Ozelle,0,1,0,0,1,0,1
Florentin Moictessier,0,1,0,0,1,0,1
Nicolas Marlier masson d'Einville,0,1,0,0,1,0,1
Jennon femme Michiel Galdrimey,0,1,0,0,1,0,2
Marie femme Remy Valdeliepvre de Mazelay,0,1,0,0,1,0,1
Jennon femme Colas Parmentier le jeune,0,1,0,0,1,0,1
Jennon femme Demenge Galdrimey,0,1,0,0,1,0,1
Idotte femme Jean Thirion,0,1,0,0,1,0,1
Chrestienne fille feu Demenge Collenot,0,1,0,0,1,0,1
Gerard Thihar maire du Void de Belmont,0,1,0,0,1,0,1
Claudon femme de Jean Ferry de Neufville,0,1,0,0,1,0,1
Beniste femme Marthiolle François marchant,0,1,0,0,1,0,1
Claudon Demenge Anthoine le jeune,0,1,0,0,1,0,1
Idatte femme Claude Didier Aulbry du Mesnil,0,1,0,0,1,0,1
Estienne Chastelet dit Larchier,0,1,0,0,1,0,1
Adam Varin de la Neufville,0,1,0,0,1,0,1
Catherine femme a Jean Reullemant de la Chapelle,0,1,0,0,1,0,1
Margueritte femme Claudon Forgeat de la Neufville,0,1,0,0,1,0,1
Estienne Mulnier,0,1,0,0,1,0,1
Claudin Houchelot Cosson,0,1,0,0,1,0,1
Demenge Colas Jacquemin,0,1,0,0,1,0,1
"B 8682 no 8; witch 186, Françatte femme Jean Camont de Laygoutte",1,0,0,0,1,12,0
Mengeatte femme Demenge Mourel,0,1,0,0,1,0,1
Jalby femme de Jean Willaume le jeune,0,1,0,0,1,0,1
Jean Mereille,0,1,0,0,1,0,1
Didielle femme Colas Claude Girard de Brehimont,0,1,0,0,1,0,1
Jacat Doron d'Aidoile,0,1,0,0,1,0,1
Marguerite femme Anthoine Menginat bourgois et doyen de Ste Croix,0,1,0,0,1,0,1
Mengeon Grand Didier alias Vennegney,0,1,0,0,1,0,1
Humbert Bousendorff,0,1,0,0,1,0,1
Anne femme Nicolas Granice,0,1,0,0,1,0,1
Estienne Connot,0,1,0,0,1,0,2
Jeniste,0,1,0,0,1,0,1
Marguitte femme Jean de Boullain,0,1,0,0,1,0,1
Benite femme Mengeon Henriat,0,1,0,0,1,0,1
Didier Bouvard,0,1,0,0,1,0,1
Jean Voiry de Brouvelieures,0,1,0,0,1,0,1
Mengeon fils Claudon Claude Nicolle de Fontenay,0,1,0,0,1,0,1
Benicte femme Fiacre Vincent de Ste Marie,0,1,0,0,1,0,1
Jean Bertremin grand homme de Fouchifol,0,1,0,0,1,0,1
Barthel Weisskopff d'Albestorff,0,1,0,0,1,0,1
Dieudonne veuve Colas Pairson du Vivier,0,1,0,0,1,0,1
Claudon Jean Claude de Moyemont,0,1,0,0,1,0,1
Demenge Gouhier,0,1,0,0,1,0,1
Claude femme de Jean Vincenot,0,1,0,0,1,0,1
Didier Jacques,0,1,0,0,1,0,1
Catherine veuve Claude Pieton de Bathelemont,0,1,0,0,1,0,1
Nicolas Bresson de Belmont,0,1,0,0,1,0,1
Jean Charpentier de Coinches,0,1,0,0,1,0,1
Plaisance femme Thoussainct Waultrin,0,1,0,0,1,0,1
Margueritte femme de Marin Humbert d'Essegney,0,1,0,0,1,0,1
Didier Phelipe,0,1,0,0,1,0,1
Jean Belosse,0,1,0,0,1,0,1
Betrix femme Jean Didier,0,1,0,0,1,0,1
Nicolle Hazart,0,1,0,0,1,0,1
Colas Henriot du Fain,0,1,0,0,1,0,1
Mengeon Maire Aulbry de Labarde de Saulcy,0,1,0,0,1,0,1
Collatte veuve de Jean Claudon Jean Meline de La Pelliere,0,1,0,0,1,0,1
Jennon femme Demenge Gros Demenge,0,1,0,0,1,0,1
Jean Mongeay,0,1,0,0,1,0,2
Jehenne femme Jean Pieron,0,1,0,0,1,0,1
Margueritte fille Nicolas Charrey,0,1,0,0,1,0,1
Elizabeth femme Dieudonné la Brux de la Warde de Saulcy,0,1,0,0,1,0,1
Francoise la Roche veuve de Nicolas Gaillot d'Essegney,0,1,0,0,1,0,1
Marguitte femme à Parisot Bertremin du Paire,0,1,0,0,1,0,1
Marion femme Colas Jean Lienard,0,1,0,0,1,0,1
Nicolas Ozelle de Rozieres,0,1,0,0,1,0,1
Didier Malenser de Rozieres,0,1,0,0,1,0,1
Thienon Blaise de Xennenay,0,1,0,0,1,0,1
Marion jeune fille de Moyenmoustier,0,1,0,0,1,0,1
Claude Cloppestein bouchier de Marsal,0,1,0,0,1,0,1
Claudatte femme de Didier Borion,0,1,0,0,1,0,1
Claudon fils Francoise Pieresson,0,1,0,0,1,0,1
Claude Trexon,0,1,0,0,1,0,1
Blaisatte femme Colas le Masson,0,1,0,0,1,0,1
Marie veuve Colas Moyne,0,1,0,0,1,0,1
Mengeon Philipe Lanson jeune fils,0,1,0,0,1,0,1
Balthazar la Hyre,0,1,0,0,1,0,1
Didiere femme Demenge Perrin,0,1,0,0,1,0,1
Jean Laurent le jeune,0,1,0,0,1,0,1
Alizon femme Lucas Massic,0,1,0,0,1,0,1
Jean Prevost,0,1,0,0,1,0,2
Jean Musnier,0,1,0,0,1,0,1
Jean Frocquel de Bathelemont,0,1,0,0,1,0,1
Jennon femme Jean Doridant,0,1,0,0,1,0,1
Margueritte veuve Claudon Estienne,0,1,0,0,1,0,2
"Didier de Neufville
Reputation 6 years. Had often been called witch in public wi",0,1,0,0,1,0,1
Jacquatte femme Claudon Agnes du Vivier,0,1,0,0,1,0,1
Jean Choppat,0,1,0,0,1,0,1
Fiacre Estienne,0,1,0,0,1,0,1
Mansuy Tiriot de Brouvelieures,0,1,0,0,1,0,1
Beniste femme Mengeon Henryat,0,1,0,0,1,0,1
Margueritte femme Courard Bergier,0,1,0,0,1,0,1
Mengeon Demenge Everard de Layegoutte,0,1,0,0,1,0,1
Demenge Aulbry,0,1,0,0,1,0,1
Colas François de Sarux,0,1,0,0,1,0,1
Colas Blasat le jeune,0,1,0,0,1,0,1
Marguitte femme Vincent Bandesapt de Pajaille,0,1,0,0,1,0,1
Claus Arnolt,0,1,0,0,1,0,1
Thiebault Jean Thiebault,0,1,0,0,1,0,2
Jacques Bastien cuysenier,0,1,0,0,1,0,1
Nicolas Mathieu,0,1,0,0,1,0,2
Nicolas Chastey,0,1,0,0,1,0,1
Jennon veuve Jean Henry de St Remy,0,1,0,0,1,0,1
Royne femme Remy Martin,0,1,0,0,1,0,1
Jean Cherrier cordonnier bourgeois de Blamont,0,1,0,0,1,0,1
Georgeatte veuve Claudon Henry de Pajaille,0,1,0,0,1,0,1
Demenge Hurault alias Masson,0,1,0,0,1,0,1
Didier de Fer,0,1,0,0,1,0,1
Jannon femme Demenge Simon du Mesnil,0,1,0,0,1,0,1
Magdelaine fille feu Florentin Pernot (surnomme Visage d'Ange),0,1,0,0,1,0,1
Zabey femme Didier Doyen,0,1,0,0,1,0,1
Jean George doyen en la justice de Bertrimoutier,0,1,0,0,1,0,1
Nicolas Claudin jeune fils de Claudon Colas de Rozieres,0,1,0,0,1,0,1
Dieudonné Stennenat,0,1,0,0,1,0,1
Nicolas Bonnier cordonnier de St Nicolas,0,1,0,0,1,0,1
Villermin l'Huillier de St Nicolas,0,1,0,0,1,0,1
"Didier Galand
Occasion when she was asked to heal a horse",0,1,0,0,1,0,1
George le Remendeur bourgeois de Ste Croix,0,1,0,0,1,0,1
Nicolas Paticier,0,1,0,0,1,0,1
Estienne Louyot de Bures,0,1,0,0,1,0,1
Cathelon femme Humbert Dedion,0,1,0,0,1,0,1
Magdellaine femme Ferry le Charpentier,0,1,0,0,1,0,1
Epurot Mulot le viel,0,1,0,0,1,0,1
Nicole femme Demenge Thiebault Lamouratte,0,1,0,0,1,0,1
Barbe femme Jean des Prez,0,1,0,0,1,0,1
Didier Ferry,0,1,0,0,1,0,2
Claude Renouard de Faing-Thiery,0,1,0,0,1,0,1
Colas Moullot,0,1,0,0,1,0,2
Loudevic Thoussainct,0,1,0,0,1,0,1
Georgeatte femme Valentin Chapelle,0,1,0,0,1,0,1
Jacquatte femme de Didier Loys Rouyer de Charmes,0,1,0,0,1,0,1
Jean Renesson Vigenberg de Condé,0,1,0,0,1,0,1
David Viriot,0,1,0,0,1,0,1
Nicolle femme du precedent,0,1,0,0,1,0,3
Barbelline femme Nicolas Meon le viel de St Nicolas,0,1,0,0,1,0,1
Claudon Vincent,0,1,0,0,1,0,1
Remiere femme Nicolas Villaume,0,1,0,0,1,0,1
Mariette femme du precedent,0,1,0,0,1,0,1
Mengeatte femme Nicolas Humbert de Mazelay,0,1,0,0,1,0,1
Jean Pierrat du Viel Marché,0,1,0,0,1,0,1
Jennon fille de feu la Grande Marye,0,1,0,0,1,0,1
Honn homme Panchras Vienot,0,1,0,0,1,0,1
Claudon Valtin le jeune,0,1,0,0,1,0,1
Colas Hanry de Sainte Margarée,0,1,0,0,1,0,1
Dyon femme Jean Vosgien,0,1,0,0,1,0,1
Henry Goudot de Domjevin,0,1,0,0,1,0,2
Andreu Mengin bourgeois de Bruyeres,0,1,0,0,1,0,1
Jean Bauldomin,0,1,0,0,1,0,1
Jennon femme Bastien Cuvelier,0,1,0,0,1,0,1
Chretienne femme Demenge Moictrier laboureur de St Nicolas,0,1,0,0,1,0,1
Barbelline femme Blaise Lombrat,0,1,0,0,1,0,1
Cleron femme de Mengeon Philippe Baguel de Fontenay,0,1,0,0,1,0,1
Arnolt Mengin,0,1,0,0,1,0,1
Colas des Mailles,0,1,0,0,1,0,1
Jean Carriere,0,1,0,0,1,0,1
Babillon femme Claude Malfort de Raon,0,1,0,0,1,0,1
Marion veuve de Jacot Estiennon Petit Demenge de Seuch,0,1,0,0,1,0,1
Mongeatte femme Demenge Malfort,0,1,0,0,1,0,1
Mengeon Bandesapt du Mesnil,0,1,0,0,1,0,1
Chrestien le Clerc,0,1,0,0,1,0,1
Simon Vincent Valdezey du Ban le Duc,0,1,0,0,1,0,1
Jean George,0,1,0,0,1,0,1
Anthoine Brocquelat,0,1,0,0,1,0,1
"denied
telling her she had not eaten pears",0,1,0,0,1,0,1
Jean Marchal de Benamesnil,0,1,0,0,1,0,1
Jean des Rechey,0,1,0,0,1,0,2
Didielle femme au jeune Colas Demenge Henry de Sainte Margaree,0,1,0,0,1,0,1
Thiriot le Duc de Brouvelieures,0,1,0,0,1,0,1
Margueritte femme François Mourel,0,1,0,0,1,0,1
"B 8979 no 3; witch 326, Ydatte Marchal, femme Humbert Waulthier, de St Nicolas",1,0,0,0,1,2,0
Barbe Chouquant veuve Nicolas Rieuval,0,1,0,0,1,0,1
Vincent Badel de la Neufville,0,1,0,0,1,0,1
Claudon femme Claude Laudart (second echevin),0,1,0,0,1,0,1
Magdellaine femme Warin Cherrier,0,1,0,0,1,0,1
Margueritte femme Didier Ottenat couroyeur de St Nicolas,0,1,0,0,1,0,1
Polnie femme George Bademenil drappier de Saint Dié,0,1,0,0,1,0,1
Jean Martin le vieux,0,1,0,0,1,0,1
Jean de Gonville,0,1,0,0,1,0,1
Jennon veuve Demenge Vannier,0,1,0,0,1,0,1
Magdelaine femme de Demenge le Fevre du Paire,0,1,0,0,1,0,1
Claudotte femme de Jean Cordebotte de Xennenay,0,1,0,0,1,0,1
Laurent François,0,1,0,0,1,0,1
Demenge Perey jeune fils de Champegnoult,0,1,0,0,1,0,1
"B 2203 no 1; witch 009, Catherine femme Claudon Malgrais, de Champegnoult",1,0,0,0,1,7,0
Catherine femme a Mengeon Meschat,0,1,0,0,1,0,1
Barbe veuve Demenge Surien de Moyenmoutier,0,1,0,0,1,0,1
Le maire Claude le Bailly de Sainte Margaree,0,1,0,0,1,0,1
